"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
0.000000000E0,1.576790161E2,3.631954575E1,-3.186061096E1,1.649147660E2
1.000000000E-2,1.566049347E2,3.451295090E1,-3.168406677E1,1.634629299E2
2.000000000E-2,1.587373047E2,3.737583542E1,-3.293550110E1,1.663707673E2
3.000000000E-2,1.584309082E2,3.633375168E1,-3.217362976E1,1.656974250E2
4.000000000E-2,1.576784058E2,3.735062027E1,-3.321897888E1,1.654117560E2
5.000000000E-2,1.563059845E2,3.598253250E1,-3.319007874E1,1.637921999E2
6.000000000E-2,1.593186493E2,3.530683517E1,-3.293486023E1,1.664743513E2
7.000000000E-2,1.578204956E2,3.616744614E1,-3.276441956E1,1.651935234E2
8.000000000E-2,1.578204956E2,3.616744614E1,-3.276441956E1,1.651935234E2
9.000000000E-2,1.585820923E2,3.648465347E1,-3.232716370E1,1.659049591E2
1.000000000E-1,1.575127411E2,3.645055771E1,-3.381340027E1,1.651734022E2
1.100000000E-1,1.575220337E2,3.586896896E1,-3.200627136E1,1.646941876E2
1.200000000E-1,1.573663177E2,3.674583054E1,-3.366209412E1,1.650683210E2
1.300000000E-1,1.585621033E2,3.558342361E1,-3.352543640E1,1.659279227E2
1.400000000E-1,1.582642212E2,3.558018875E1,-3.306947327E1,1.655509094E2
1.500000000E-1,1.578087463E2,3.615745163E1,-3.411750793E1,1.654538186E2
1.600000000E-1,1.567711639E2,3.570826340E1,-3.139183044E1,1.638222358E2
1.700000000E-1,1.577964783E2,3.452591324E1,-3.350788879E1,1.649683177E2
1.800000000E-1,1.581213989E2,3.705748367E1,-3.397657776E1,1.659217940E2
1.900000000E-1,1.570736542E2,3.674702835E1,-3.260475159E1,1.645768719E2
2.000000000E-1,1.591728058E2,3.589733505E1,-3.308573914E1,1.664910415E2
2.100000000E-1,1.585684662E2,3.617831802E1,-3.352842712E1,1.660631946E2
2.200000000E-1,1.576561432E2,3.526847458E1,-3.320848083E1,1.649306763E2
2.300000000E-1,1.587287903E2,3.633698654E1,-3.262956238E1,1.660719537E2
2.400000000E-1,1.584388580E2,3.707737350E1,-3.217738342E1,1.658703933E2
2.500000000E-1,1.575148926E2,3.689450455E1,-3.411631775E1,1.653362301E2
2.600000000E-1,1.571948700E2,3.554609299E1,-3.455570984E1,1.648267241E2
2.700000000E-1,1.555452423E2,3.610817337E1,-3.408058167E1,1.632777040E2
2.800000000E-1,1.575285645E2,3.587451553E1,-3.125453186E1,1.645572096E2
2.900000000E-1,1.572131042E2,3.688793564E1,-3.411140442E1,1.650462597E2
3.000000000E-1,1.585593414E2,3.617055130E1,-3.458085632E1,1.662684852E2
3.100000000E-1,1.581143036E2,3.675670242E1,-3.442613220E1,1.659407929E2
3.200000000E-1,1.576724854E2,3.631399155E1,-3.261235046E1,1.650541851E2
3.300000000E-1,1.582577057E2,3.557463455E1,-3.382121277E1,1.656952940E2
3.400000000E-1,1.566009827E2,3.583593369E1,-3.379563904E1,1.641652434E2
3.500000000E-1,1.567692566E2,3.673823929E1,-3.290052795E1,1.643433685E2
3.600000000E-1,1.573851624E2,3.705659866E1,-3.185945129E1,1.647977714E2
3.700000000E-1,1.588773651E2,3.648567581E1,-3.308381653E1,1.663362877E2
3.800000000E-1,1.568995972E2,3.554506302E1,-3.379905701E1,1.643876861E2
3.900000000E-1,1.576561432E2,3.526847458E1,-3.320848083E1,1.649306763E2
4.000000000E-1,1.570708923E2,3.733415604E1,-3.366017151E1,1.649184998E2
4.100000000E-1,1.573818207E2,3.734849167E1,-3.261265564E1,1.650076744E2
4.200000000E-1,1.570727997E2,3.630418777E1,-3.215147400E1,1.643884903E2
4.300000000E-1,1.591696320E2,3.559989548E1,-3.308424377E1,1.664238309E2
4.400000000E-1,1.578113556E2,3.615967178E1,-3.381681824E1,1.653950514E2
4.500000000E-1,1.576587524E2,3.527069473E1,-3.290779114E1,1.648733661E2
4.600000000E-1,1.591752472E2,3.648891068E1,-3.353977966E1,1.667126772E2
4.700000000E-1,1.582705841E2,3.617508316E1,-3.307246399E1,1.656864578E2
4.800000000E-1,1.581220093E2,3.602639389E1,-3.261820984E1,1.654219408E2
4.900000000E-1,1.585803375E2,3.692527390E1,-3.308113098E1,1.661492116E2
5.000000000E-1,1.585803375E2,3.692527390E1,-3.308113098E1,1.661492116E2
5.100000000E-1,1.585803375E2,3.692527390E1,-3.308113098E1,1.661492116E2
5.200000000E-1,1.585803375E2,3.692527390E1,-3.308113098E1,1.661492116E2
5.300000000E-1,1.585803375E2,3.692527390E1,-3.308113098E1,1.661492116E2
5.400000000E-1,1.576609039E2,3.571464920E1,-3.321070862E1,1.650316575E2
5.500000000E-1,1.578348083E2,3.750597000E1,-3.277116394E1,1.655067180E2
5.600000000E-1,1.584113312E2,3.631709671E1,-3.442878723E1,1.661277302E2
5.700000000E-1,1.581136017E2,3.572450638E1,-3.321809387E1,1.654678010E2
5.800000000E-1,1.572142792E2,3.615208817E1,-3.305525208E1,1.646692222E2
5.900000000E-1,1.572234192E2,3.615985489E1,-3.200285339E1,1.644716428E2
6.000000000E-1,1.576510315E2,3.600099564E1,-3.471568298E1,1.653937667E2
6.100000000E-1,1.582555389E2,3.513067245E1,-3.351826477E1,1.655368655E2
6.200000000E-1,1.575218811E2,3.645833206E1,-3.276100159E1,1.649716225E2
6.300000000E-1,1.573591003E2,3.570808029E1,-3.320579529E1,1.647409430E2
6.400000000E-1,1.575063782E2,3.585564804E1,-3.381040955E1,1.650364519E2
6.500000000E-1,1.584146729E2,3.602519608E1,-3.367558289E1,1.659128332E2
6.600000000E-1,1.573617249E2,3.571030045E1,-3.290513611E1,1.646835936E2
6.700000000E-1,1.590182800E2,3.603833389E1,-3.368540955E1,1.664940891E2
6.800000000E-1,1.585723877E2,3.618165207E1,-3.307740784E1,1.659771942E2
6.900000000E-1,1.578141327E2,3.557255173E1,-3.276142883E1,1.650576206E2
7.000000000E-1,1.590396729E2,3.767763901E1,-3.324259949E1,1.667881664E2
7.100000000E-1,1.576732178E2,3.601987076E1,-3.215980530E1,1.649015699E2
7.200000000E-1,1.596327209E2,3.694493484E1,-3.354942322E1,1.672515997E2
7.300000000E-1,1.584126740E2,3.499189377E1,-3.261787415E1,1.654778946E2
7.400000000E-1,1.578387604E2,3.618297958E1,-3.065959167E1,1.648098688E2
7.500000000E-1,1.587131348E2,3.632366562E1,-3.443370056E1,1.664179905E2
7.600000000E-1,1.581102600E2,3.601640701E1,-3.397132874E1,1.656806780E2
7.700000000E-1,1.576575623E2,3.600654984E1,-3.396394348E1,1.652450545E2
7.800000000E-1,1.585718079E2,3.588641739E1,-3.277522278E1,1.658525503E2
7.900000000E-1,1.582577057E2,3.557463455E1,-3.382121277E1,1.656952940E2
8.000000000E-1,1.566073456E2,3.643084335E1,-3.379862976E1,1.643028132E2
8.100000000E-1,1.572105408E2,3.555941391E1,-3.275157166E1,1.644758082E2
8.200000000E-1,1.573740387E2,3.601552200E1,-3.185420227E1,1.645551460E2
8.300000000E-1,1.585867004E2,3.752017593E1,-3.308415222E1,1.662891045E2
8.400000000E-1,1.584055328E2,3.601742172E1,-3.472798157E1,1.661192349E2
8.500000000E-1,1.582634888E2,3.587429428E1,-3.352201843E1,1.657046245E2
8.600000000E-1,1.572168884E2,3.615430832E1,-3.275456238E1,1.646121058E2
8.700000000E-1,1.567632141E2,3.496464157E1,-3.138807678E1,1.636534229E2
8.800000000E-1,1.576687012E2,3.704762650E1,-3.396919250E1,1.654867125E2
8.900000000E-1,1.574978638E2,3.481679916E1,-3.350447083E1,1.647432431E2
9.000000000E-1,1.591911469E2,3.797616196E1,-3.354728699E1,1.670611582E2
9.100000000E-1,1.572091827E2,3.688460922E1,-3.456245422E1,1.651355951E2
9.200000000E-1,1.584412994E2,3.766894150E1,-3.263139343E1,1.660945585E2
9.300000000E-1,1.566106873E2,3.613894272E1,-3.304542542E1,1.640881796E2
9.400000000E-1,1.590190125E2,3.574421310E1,-3.323286438E1,1.663403690E2
9.500000000E-1,1.576732178E2,3.601987076E1,-3.215980530E1,1.649015699E2
9.600000000E-1,1.570662842E2,3.629863358E1,-3.290321350E1,1.645297234E2
9.700000000E-1,1.576587524E2,3.527069473E1,-3.290779114E1,1.648733661E2
9.800000000E-1,1.587341309E2,3.707838821E1,-3.293400574E1,1.663008716E2
9.900000000E-1,1.593383026E2,3.738676071E1,-3.324601746E1,1.670082700E2
1.000000000E0,1.587203827E2,3.603509140E1,-3.322944641E1,1.661170786E2
1.010000000E0,1.573551941E2,3.570475388E1,-3.365684509E1,1.648280006E2
1.020000000E0,1.582855072E2,3.648252487E1,-3.172087097E1,1.655037464E2
1.030000000E0,1.585658569E2,3.617609787E1,-3.382911682E1,1.661211913E2
1.040000000E0,1.572091827E2,3.688460922E1,-3.456245422E1,1.651355951E2
1.050000000E0,1.585561523E2,3.587309647E1,-3.457933044E1,1.662006696E2
1.060000000E0,1.572234192E2,3.615985489E1,-3.200285339E1,1.644716428E2
1.070000000E0,1.570801849E2,3.675258255E1,-3.185301208E1,1.644370737E2
1.080000000E0,1.576569977E2,3.571132278E1,-3.366175842E1,1.651185679E2
1.090000000E0,1.591752472E2,3.648891068E1,-3.353977966E1,1.667126772E2
1.100000000E0,1.575396881E2,3.691559219E1,-3.125978088E1,1.647989326E2
1.110000000E0,1.585658569E2,3.617609787E1,-3.382911682E1,1.661211913E2
1.120000000E0,1.582797241E2,3.618284988E1,-3.202006531E1,1.654900428E2
1.130000000E0,1.587132874E2,3.573431778E1,-3.367900085E1,1.661358605E2
1.140000000E0,1.588676605E2,3.618266678E1,-3.383403015E1,1.664117199E2
1.150000000E0,1.570696259E2,3.600673294E1,-3.214997864E1,1.643197289E2
1.160000000E0,1.581225739E2,3.632162857E1,-3.292042542E1,1.655468619E2
1.170000000E0,1.562948608E2,3.494146347E1,-3.318482971E1,1.635549520E2
1.180000000E0,1.581108704E2,3.498532486E1,-3.261296082E1,1.651866384E2
1.190000000E0,1.570710449E2,3.674480820E1,-3.290544128E1,1.646337212E2
1.200000000E0,1.576790161E2,3.631954575E1,-3.186061096E1,1.649147660E2
1.210000000E0,1.573883362E2,3.735404587E1,-3.186094666E1,1.648682293E2
1.220000000E0,1.587374725E2,3.678649521E1,-3.218080139E1,1.660916476E2
1.230000000E0,1.581390533E2,3.810410690E1,-3.323011780E1,1.660244677E2
1.240000000E0,1.573858948E2,3.676247787E1,-3.140693665E1,1.646456660E2
1.250000000E0,1.582674103E2,3.587762833E1,-3.307096863E1,1.656184360E2
1.260000000E0,1.584258118E2,3.706627274E1,-3.368083191E1,1.661536784E2
1.270000000E0,1.581199646E2,3.631940842E1,-3.322111511E1,1.656039405E2
1.280000000E0,1.576543884E2,3.570910263E1,-3.396244812E1,1.651771597E2
1.290000000E0,1.582771149E2,3.618062973E1,-3.232075500E1,1.655455051E2
1.300000000E0,1.570761414E2,3.601227951E1,-3.139826965E1,1.641817584E2
1.310000000E0,1.572174683E2,3.644954300E1,-3.305674744E1,1.647381257E2
1.320000000E0,1.573680725E2,3.630520248E1,-3.290812683E1,1.648202742E2
1.330000000E0,1.575153503E2,3.645277786E1,-3.351271057E1,1.651150883E2
1.340000000E0,1.585755615E2,3.647910690E1,-3.307890320E1,1.660456196E2
1.350000000E0,1.581194000E2,3.602417374E1,-3.291893005E1,1.654785234E2
1.360000000E0,1.578180542E2,3.557587814E1,-3.231037903E1,1.649731552E2
1.370000000E0,1.572222290E2,3.689570999E1,-3.305900574E1,1.648424113E2
1.380000000E0,1.573825531E2,3.705437851E1,-3.216014099E1,1.648531761E2
1.390000000E0,1.576901398E2,3.736061478E1,-3.186585999E1,1.651587986E2
1.400000000E0,1.575266418E2,3.690449905E1,-3.276325989E1,1.650757891E2
1.410000000E0,1.561514587E2,3.612353897E1,-3.378974915E1,1.637984593E2
1.420000000E0,1.566035919E2,3.583815384E1,-3.349494934E1,1.641065809E2
1.430000000E0,1.590259857E2,3.530803299E1,-3.187748718E1,1.659882391E2
1.440000000E0,1.584269867E2,3.633041763E1,-3.262464905E1,1.657811120E2
1.450000000E0,1.581435852E2,3.707635117E1,-3.142073059E1,1.654427746E2
1.460000000E0,1.593363037E2,3.635346603E1,-3.218836975E1,1.665704755E2
1.470000000E0,1.582953796E2,3.619617081E1,-3.021592712E1,1.651683754E2
1.480000000E0,1.582737732E2,3.647253799E1,-3.307395935E1,1.657550002E2
1.490000000E0,1.582530975E2,3.453910446E1,-3.306422424E1,1.653185880E2
1.500000000E0,1.581194000E2,3.602417374E1,-3.291893005E1,1.654785234E2
1.510000000E0,1.569139099E2,3.688357925E1,-3.380580139E1,1.646973156E2
1.520000000E0,1.585691986E2,3.588419724E1,-3.307588196E1,1.659092533E2
1.530000000E0,1.567533569E2,3.525098801E1,-3.289302063E1,1.640006033E2
1.540000000E0,1.585638580E2,3.514279556E1,-3.277146912E1,1.656848887E2
1.550000000E0,1.573728485E2,3.675137711E1,-3.291038513E1,1.649241359E2
1.560000000E0,1.561520233E2,3.641877365E1,-3.409193420E1,1.639269393E2
1.570000000E0,1.584328918E2,3.736704636E1,-3.323127747E1,1.661372781E2
1.580000000E0,1.581128693E2,3.601862717E1,-3.367063904E1,1.656222596E2
1.590000000E0,1.575058136E2,3.556042862E1,-3.350822449E1,1.649103590E2
1.600000000E0,1.585568848E2,3.557898331E1,-3.412678528E1,1.660445339E2
1.610000000E0,1.576698761E2,3.631177139E1,-3.291304016E1,1.651108803E2
1.620000000E0,1.584271545E2,3.574106979E1,-3.186991882E1,1.655061301E2
1.630000000E0,1.566186371E2,3.688256454E1,-3.304914856E1,1.642618862E2
1.640000000E0,1.573569489E2,3.526412582E1,-3.290287781E1,1.645824027E2
1.650000000E0,1.572157135E2,3.689015579E1,-3.381071472E1,1.649873589E2
1.660000000E0,1.582720032E2,3.691315079E1,-3.382795715E1,1.660028264E2
1.670000000E0,1.585686340E2,3.558897781E1,-3.277372742E1,1.657851147E2
1.680000000E0,1.578080139E2,3.645158005E1,-3.457005310E1,1.656115199E2
1.690000000E0,1.569022064E2,3.554728317E1,-3.349836731E1,1.643290976E2
1.700000000E0,1.587315216E2,3.707616806E1,-3.323469543E1,1.663576965E2
1.710000000E0,1.582693939E2,3.691093063E1,-3.412861633E1,1.660613751E2
1.720000000E0,1.585764160E2,3.692193985E1,-3.353218079E1,1.662351242E2
1.730000000E0,1.572111053E2,3.585463333E1,-3.305375671E1,1.646008421E2
1.740000000E0,1.578323669E2,3.691439438E1,-3.231712341E1,1.652819562E2
1.750000000E0,1.570775757E2,3.675036240E1,-3.215373230E1,1.644926029E2
1.760000000E0,1.584452209E2,3.767227554E1,-3.218037415E1,1.660110384E2
1.770000000E0,1.572200775E2,3.645176315E1,-3.275608826E1,1.646810406E2
1.780000000E0,1.581160583E2,3.631608200E1,-3.367216492E1,1.656905562E2
1.790000000E0,1.561508942E2,3.582830429E1,-3.348759460E1,1.636709752E2
1.800000000E0,1.576752167E2,3.705317307E1,-3.321748352E1,1.653415036E2
1.810000000E0,1.591871185E2,3.723586655E1,-3.309248352E1,1.667997630E2
1.820000000E0,1.585686340E2,3.558897781E1,-3.277372742E1,1.657851147E2
1.830000000E0,1.569061279E2,3.555061722E1,-3.304734802E1,1.642422192E2
1.840000000E0,1.573654633E2,3.630298233E1,-3.320881653E1,1.648775941E2
1.850000000E0,1.578244019E2,3.617077255E1,-3.231336975E1,1.651091169E2
1.860000000E0,1.582674103E2,3.587762833E1,-3.307096863E1,1.656184360E2
1.870000000E0,1.582634888E2,3.587429428E1,-3.352201843E1,1.657046245E2
1.880000000E0,1.576732178E2,3.601987076E1,-3.215980530E1,1.649015699E2
1.890000000E0,1.569221954E2,3.644851303E1,-3.230009460E1,1.643057079E2
1.900000000E0,1.567475586E2,3.495132065E1,-3.319221497E1,1.639912043E2
1.910000000E0,1.573706818E2,3.630742264E1,-3.260740662E1,1.647634771E2
1.920000000E0,1.567547760E2,3.598906326E1,-3.364851379E1,1.643152304E2
1.930000000E0,1.563117828E2,3.628220749E1,-3.289091492E1,1.638034930E2
1.940000000E0,1.591454468E2,3.454771042E1,-3.458244324E1,1.664835214E2
1.950000000E0,1.591454468E2,3.454771042E1,-3.458244324E1,1.664835214E2
1.960000000E0,1.591454468E2,3.454771042E1,-3.458244324E1,1.664835214E2
1.970000000E0,1.591454468E2,3.454771042E1,-3.458244324E1,1.664835214E2
1.980000000E0,1.591454468E2,3.454771042E1,-3.458244324E1,1.664835214E2
1.990000000E0,1.570716248E2,3.704003525E1,-3.320762634E1,1.647610572E2
2.000000000E0,1.584134827E2,3.676105118E1,-3.473173523E1,1.662904080E2
2.010000000E0,1.585691986E2,3.588419724E1,-3.307588196E1,1.659092533E2
2.020000000E0,1.570630951E2,3.600117874E1,-3.290171814E1,1.644610099E2
2.030000000E0,1.575188599E2,3.557152939E1,-3.200477600E1,1.646263363E2
2.040000000E0,1.585829468E2,3.692749405E1,-3.278047180E1,1.660925951E2
2.050000000E0,1.584317627E2,3.677659225E1,-3.262687683E1,1.658844606E2
2.060000000E0,1.578193054E2,3.690329361E1,-3.382057190E1,1.655675612E2
2.070000000E0,1.572135468E2,3.644620895E1,-3.350779724E1,1.648247491E2
2.080000000E0,1.581245728E2,3.735493088E1,-3.397807312E1,1.659918095E2
2.090000000E0,1.578270264E2,3.617299271E1,-3.201268005E1,1.650535287E2
2.100000000E0,1.576581726E2,3.497546768E1,-3.260557556E1,1.647498294E2
2.110000000E0,1.566041565E2,3.613338852E1,-3.379713440E1,1.642337660E2
2.120000000E0,1.573728485E2,3.675137711E1,-3.291038513E1,1.649241359E2
2.130000000E0,1.578049927E2,3.556477737E1,-3.381382751E1,1.652593236E2
2.140000000E0,1.570532227E2,3.628753281E1,-3.440666199E1,1.648220804E2
2.150000000E0,1.560082245E2,3.671626663E1,-3.363996887E1,1.637629319E2
2.160000000E0,1.581199646E2,3.631940842E1,-3.322111511E1,1.656039405E2
2.170000000E0,1.581143036E2,3.675670242E1,-3.442613220E1,1.659407929E2
2.180000000E0,1.570662842E2,3.629863358E1,-3.290321350E1,1.645297234E2
2.190000000E0,1.576790161E2,3.631954575E1,-3.186061096E1,1.649147660E2
2.200000000E0,1.582823334E2,3.618507004E1,-3.171937561E1,1.654351086E2
2.210000000E0,1.582529297E2,3.512845230E1,-3.381895447E1,1.655950470E2
2.220000000E0,1.581253510E2,3.573450089E1,-3.186500549E1,1.652148896E2
2.230000000E0,1.575114746E2,3.512312698E1,-3.230320740E1,1.645812744E2
2.240000000E0,1.581128693E2,3.601862717E1,-3.367063904E1,1.656222596E2
2.250000000E0,1.578210602E2,3.646268082E1,-3.306660461E1,1.653191292E2
2.260000000E0,1.576811829E2,3.676350021E1,-3.216355896E1,1.650739377E2
2.270000000E0,1.581162109E2,3.572672653E1,-3.291743469E1,1.654106788E2
2.280000000E0,1.582646332E2,3.646476364E1,-3.412638855E1,1.659577763E2
2.290000000E0,1.578270264E2,3.617299271E1,-3.201268005E1,1.650535287E2
2.300000000E0,1.581271057E2,3.529387283E1,-3.111100769E1,1.649779798E2
2.310000000E0,1.570807495E2,3.704780960E1,-3.215522766E1,1.645626347E2
2.320000000E0,1.563080292E2,3.568952560E1,-3.258720398E1,1.636088876E2
2.330000000E0,1.578210602E2,3.646268082E1,-3.306660461E1,1.653191292E2
2.340000000E0,1.576667023E2,3.601431656E1,-3.291154480E1,1.650423878E2
2.350000000E0,1.572079163E2,3.555719376E1,-3.305226135E1,1.645329601E2
2.360000000E0,1.563243408E2,3.806135941E1,-3.365162659E1,1.643727428E2
2.370000000E0,1.575089874E2,3.585786819E1,-3.350971985E1,1.649780869E2
2.380000000E0,1.578258362E2,3.690884781E1,-3.306883240E1,1.654231099E2
2.390000000E0,1.572040100E2,3.555385971E1,-3.350331116E1,1.646197119E2
2.400000000E0,1.567559509E2,3.525320816E1,-3.259233093E1,1.639435173E2
2.410000000E0,1.573589478E2,3.629743576E1,-3.396052551E1,1.650232092E2
2.420000000E0,1.578212280E2,3.587331772E1,-3.231187439E1,1.650408803E2
2.430000000E0,1.593239899E2,3.604823685E1,-3.323927307E1,1.666987055E2
2.440000000E0,1.582993774E2,3.826277542E1,-3.233125305E1,1.660362695E2
2.450000000E0,1.576724854E2,3.631399155E1,-3.261235046E1,1.650541851E2
